id_patrimostat,id_museofile,dateappellation,ferme,anneefermeture,nom_du_musee,lien_avec,ville,codeInseeCommune,annee,payant,gratuit,total,individuel,scolaires,groupes_hors_scolaires,moins_18_ans_hors_scolaires,_18_25_ans,part_gratuit,part_scolaires,part_individuels,nom_officiel,region,departement,categorie,domaine_thematique,annee_creation,latitude,longitude,total_frequentation,age_musee,total_t_1,croissance_total,has_excel,est_idf
7428102,M1057,01/02/2003,NON,,musée de Thonon-les-Bains,,THONON LES BAINS,74281,2021,0.0,4211.0,4211.0,3274.0,666.0,271.0,,,1.0,0.15815720731417715,0.7774875326525766,musée de Thonon-les-Bains,Auvergne-Rhône-Alpes,Haute-Savoie,,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature,,46.37487,6.48177,4211.0,,3399.0,0.23889379229185054,1,0
7428102,M1057,01/02/2003,NON,,musée de Thonon-les-Bains,,THONON LES BAINS,74281,2022,1749.0,3903.0,5652.0,4380.0,731.0,541.0,243.0,122.0,0.690552016985138,0.12933474876150036,0.7749469214437368,musée de Thonon-les-Bains,Auvergne-Rhône-Alpes,Haute-Savoie,,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature,,46.37487,6.48177,5652.0,,4211.0,0.34219900261220615,1,0
7428102,M1057,01/02/2003,NON,,musée de Thonon-les-Bains,,THONON LES BAINS,74281,2023,1569.0,4313.0,5882.0,3876.0,779.0,312.0,334.0,47.0,0.7332539952397144,0.1324379462767766,0.6589595375722543,musée de Thonon-les-Bains,Auvergne-Rhône-Alpes,Haute-Savoie,,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature,,46.37487,6.48177,5882.0,,5652.0,0.04069355980184006,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,0.0,,,,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,0.0,,0.0,,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2016,0.0,37777.0,37777.0,,,,,,1.0,,,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,37777.0,,0.0,inf,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2017,0.0,38693.0,38693.0,19015.0,1872.0,17806.0,,,1.0,0.04838084408032461,0.49143255886077586,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,38693.0,,37777.0,0.024247558037959607,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2018,0.0,39194.0,39194.0,23225.0,1587.0,14382.0,,,1.0,0.040490891462979024,0.5925651885492678,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,39194.0,,38693.0,0.012948078463804823,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2019,0.0,44787.0,44787.0,25235.0,1626.0,17926.0,,,1.0,0.03630517784178445,0.5634447495925157,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,44787.0,,39194.0,0.1427004133285707,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2020,0.0,19499.0,19499.0,11170.0,739.0,7590.0,,,1.0,0.03789937945535669,0.5728498897379353,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,19499.0,,44787.0,-0.5646281286980597,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2021,0.0,11222.0,11222.0,7668.0,163.0,3391.0,,,1.0,0.014525040099803956,0.6833006594189984,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,11222.0,,19499.0,-0.424483306836248,1,0
9711201,M1059,01/02/2003,NON,,écomusée de Marie-Galante,,GRAND BOURG,97112,2022,0.0,21837.0,21837.0,13751.0,933.0,7153.0,,,1.0,0.04272564912762742,0.6297110408938957,écomusée de Marie-Galante,Territoires et départements d'outre-mer,Guadeloupe,Ecomusée,Archéologie;Beaux-arts;Ethnologie;Histoire;Photographie;Technique et industrie,,15.876666,-61.298004,21837.0,,11222.0,0.9459098199964355,1,0
