id_patrimostat,region_excel,nom_musee_excel,ville_excel,type_frequentation,annee,total_frequentation
0105301,AUVERGNE-RHÔNE-ALPES,Musée du Brou,BOURG-EN-BRESSE,Totale,2001,74056.0
0105302,AUVERGNE-RHÔNE-ALPES,Musée Départemental des Pays De l'Ain,BOURG-EN-BRESSE,Totale,2001,
0106401,AUVERGNE-RHÔNE-ALPES,Musée de la Société d'Histoire et d'Archéologie,BRIORD,Totale,2001,100.0
0113701,AUVERGNE-RHÔNE-ALPES,Musée Départemental du Revermont,TREFFORT-CUISIAT,Totale,2001,22234.0
0119201,AUVERGNE-RHÔNE-ALPES,Musée Archéologique,IZERNORE,Totale,2001,204.0
0121801,AUVERGNE-RHÔNE-ALPES,Musée Départemental du Bugey-Valmorey,LOCHIEU,Totale,2001,
0126901,AUVERGNE-RHÔNE-ALPES,Musée d'Histoire de la Résistance et de la Déportation de L'Ain et du Haut Jura,NANTUA,Totale,2001,7238.0
0128301,AUVERGNE-RHÔNE-ALPES,Musée du Peigne et de la Plasturgie,OYONNAX,Totale,2001,3217.0
0129001,AUVERGNE-RHÔNE-ALPES,Musée du Vieux Pérouges,PEROUGES,Totale,2001,17700.0
0130501,AUVERGNE-RHÔNE-ALPES,Musée Chintreuil,PONT-DE-VAUX,Totale,2001,4221.0
0134301,AUVERGNE-RHÔNE-ALPES,Musée de la Bresse - Domaine les Planons,SAINT-CYR-SUR-MENTHON,Totale,2001,20115.0
0138301,AUVERGNE-RHÔNE-ALPES,Musée Louis Jourdan,SAINT-PAUL-DE-VARAX,Totale,2001,
0140701,AUVERGNE-RHÔNE-ALPES,Musée du Bois,SEYSSEL,Totale,2001,
0144301,AUVERGNE-RHÔNE-ALPES,Musée de la Dombes,VILLARS DE LA DOMBES,Totale,2001,
0304801,AUVERGNE-RHÔNE-ALPES,Musée Charles-Louis Philippe,CERILLY,Totale,2001,107.0
0307401,AUVERGNE-RHÔNE-ALPES,Musée Rural de la Sologne Bourbonnaise,BEAULON,Totale,2001,100.0
0311801,AUVERGNE-RHÔNE-ALPES,Musée Municipal de Gannat,GANNAT,Totale,2001,1055.0
0318501,AUVERGNE-RHÔNE-ALPES,Musée des Musiques Populaires - MuPop,MONTLUCON,Totale,2001,2713.0
0319001,AUVERGNE-RHÔNE-ALPES,Musée Anne de Beaujeu,MOULINS,Totale,2001,
0319002,AUVERGNE-RHÔNE-ALPES,Centre National du Costume de Scène et de la Scénographie,MOULINS,Totale,2001,
0319501,AUVERGNE-RHÔNE-ALPES,Musée Rieckotter,NERIS-LES-BAINS,Totale,2001,1229.0
0327501,AUVERGNE-RHÔNE-ALPES,Musée Municipal de Souvigny,SOUVIGNY,Totale,2001,4554.0
0331002,AUVERGNE-RHÔNE-ALPES,Musée des Arts D'Afrique et D'Asie,VICHY,Totale,2001,
0700501,AUVERGNE-RHÔNE-ALPES,MuséAL - Musée Archéologique d'Alba,ALBA-LA-ROMAINE,Totale,2001,
0701001,AUVERGNE-RHÔNE-ALPES,Musée Vivarois César Filhol,ANNONAY,Totale,2001,2834.0
0716801,AUVERGNE-RHÔNE-ALPES,Cité de Préhistoire,ORGNAC-L'AVEN,Totale,2001,115997.0
0718601,AUVERGNE-RHÔNE-ALPES,Musée de la terre ardéchoise,PRIVAS,Totale,2001,
0731301,AUVERGNE-RHÔNE-ALPES,Musée de la Batellerie du Rhône,SERRIERES,Totale,2001,
0731601,AUVERGNE-RHÔNE-ALPES,Musée et Site Archéologiques,SOYONS,Totale,2001,22311.0
0732401,AUVERGNE-RHÔNE-ALPES,Musée du Rhône,TOURNON-SUR-RHÔNE,Totale,2001,9145.0
0733401,AUVERGNE-RHÔNE-ALPES,Musée des Vans,LES VANS,Totale,2001,
1501401,AUVERGNE-RHÔNE-ALPES,Musée des Sciences,AURILLAC,Totale,2001,21809.0
1501402,AUVERGNE-RHÔNE-ALPES,Musée d'Art et d'Archéologie,AURILLAC Cedex,Totale,2001,31685.0
1516801,AUVERGNE-RHÔNE-ALPES,Ecomusée de Margeride-Haute-Auvergne,RUYNES-EN-MARGERIDE,Totale,2001,18558.0
1518701,AUVERGNE-RHÔNE-ALPES,Musée de la Haute Auvergne,SAINT-FLOUR,Totale,2001,11325.0
1518702,AUVERGNE-RHÔNE-ALPES,Musée d'art et d'histoire Alfred Douët,SAINT-FLOUR,Totale,2001,6316.0
2611301,AUVERGNE-RHÔNE-ALPES,Musée d'Histoire et d'Archéologie,DIE,Totale,2001,896.0
2614601,AUVERGNE-RHÔNE-ALPES,Château de Grignan,GRIGNAN,Totale,2001,100042.0
2619801,AUVERGNE-RHÔNE-ALPES,Musée du Château des Adhémars,MONTELIMAR,Totale,2001,13521.0
2621801,AUVERGNE-RHÔNE-ALPES,Musée d'Art Sacré,MOURS SAINT-EUSEBE,Totale,2001,2922.0
2628101,AUVERGNE-RHÔNE-ALPES,Musée International de la Chaussure,ROMANS,Totale,2001,39273.0
2632401,AUVERGNE-RHÔNE-ALPES,Musée d'Archéologie Tricastine,SAINT-PAUL-TROIS-CHATEAUX,Totale,2001,
2636201,AUVERGNE-RHÔNE-ALPES,Musée des Beaux-Arts,VALENCE,Totale,2001,22735.0
2636401,AUVERGNE-RHÔNE-ALPES,Musée du site Préhistorique,VASSIEUX-EN-VERCORS,Totale,2001,19823.0
3800501,AUVERGNE-RHÔNE-ALPES,Conservatoire - Musée des Industries Hydroélectriques,VAUJANY,Totale,2001,12073.0
3800601,AUVERGNE-RHÔNE-ALPES,Musée Jadis Allevard,ALLEVARD-LES-BAINS,Totale,2001,
3801201,AUVERGNE-RHÔNE-ALPES,Musée Gallo-Romain,AOSTE,Totale,2001,5169.0
3805301,AUVERGNE-RHÔNE-ALPES,Musée de Bourgoin-Jallieu,BOURGOIN-JALLIEU,Totale,2001,9595.0
3808201,AUVERGNE-RHÔNE-ALPES,Musée - Parc Archéologique du Lac de Paladru,CHARAVINES,Totale,2001,14039.0
3813001,AUVERGNE-RHÔNE-ALPES,Musée Hector Berlioz,LA-COTE-SAINT-ANDRE,Totale,2001,5856.0
3815101,AUVERGNE-RHÔNE-ALPES,Musée Géo-Charles,ECHIROLLES,Totale,2001,4054.0
3818501,AUVERGNE-RHÔNE-ALPES,Musée Archéologique Grenoble Saint-Laurent,GRENOBLE,Totale,2001,13960.0
3818502,AUVERGNE-RHÔNE-ALPES,Musée Dauphinois,GRENOBLE,Totale,2001,50267.0
3818503,AUVERGNE-RHÔNE-ALPES,Muséum d'Histoire Naturelle de Grenoble,GRENOBLE,Totale,2001,68421.0
3818505,AUVERGNE-RHÔNE-ALPES,Musée de Grenoble,GRENOBLE,Totale,2001,137942.0
3818507,AUVERGNE-RHÔNE-ALPES,Musée Stendhal,GRENOBLE,Totale,2001,6896.0
3818508,AUVERGNE-RHÔNE-ALPES,Musée de la Résistance de la Déportation de l'Isère,GRENOBLE,Totale,2001,17542.0
3819001,AUVERGNE-RHÔNE-ALPES,Maison du Patrimoine de Hières-sur-Amby,HIERES SUR AMBY,Totale,2001,2846.0
3819101,AUVERGNE-RHÔNE-ALPES,Musée d'Huez et de l'Oisans,ALPE D'HUEZ,Totale,2001,4130.0
3826901,AUVERGNE-RHÔNE-ALPES,Musée Matheysin,LA MURE,Totale,2001,5250.0
3844203,AUVERGNE-RHÔNE-ALPES,Musée de la Grande Chartreuse,SAINT-PIERRE-DE-CHARTREUSE,Totale,2001,67558.0
3851601,AUVERGNE-RHÔNE-ALPES,Musée Hébert,LA TRONCHE,Totale,2001,20000.0
3854401,AUVERGNE-RHÔNE-ALPES,Musée-Cloître Saint-André-Le-Bas,VIENNE,Totale,2001,11872.0
3854402,AUVERGNE-RHÔNE-ALPES,Musée Lapidaire Saint-Pierre,VIENNE,Totale,2001,5207.0
3854403,AUVERGNE-RHÔNE-ALPES,Musée des Beaux-Arts et d'Archéologie,VIENNE,Totale,2001,2683.0
3856201,AUVERGNE-RHÔNE-ALPES,Musée Départemental de la Révolution Française,VIZILLE,Totale,2001,36584.0
3856301,AUVERGNE-RHÔNE-ALPES,Musée Lucien Mainssieux,VOIRON,Totale,2001,
4200301,AUVERGNE-RHÔNE-ALPES,Musée Alice Taverne,AMBIERLE,Totale,2001,8153.0
4205202,AUVERGNE-RHÔNE-ALPES,Musée de la Soierie,CHARLIEU,Totale,2001,10237.0
4205203,AUVERGNE-RHÔNE-ALPES,Musée Hospitalier,CHARLIEU,Totale,2001,5443.0
4205901,AUVERGNE-RHÔNE-ALPES,Atelier - Musée du Chapeau,CHAZELLES-SUR-LYON,Totale,2001,22800.0
4209101,AUVERGNE-RHÔNE-ALPES,Musée d'Histoire du  20ème Siècle - Résistance et Déportation,ESTIVAREILLES,Totale,2001,4767.0
4209401,AUVERGNE-RHÔNE-ALPES,Musée d'Archéologie,FEURS,Totale,2001,5679.0
4210601,AUVERGNE-RHÔNE-ALPES,Musée Historial,GREZOLLES,Totale,2001,
4214701,AUVERGNE-RHÔNE-ALPES,Musée d'Allard,MONTBRISON,Totale,2001,7341.0
4214702,AUVERGNE-RHÔNE-ALPES,Musée de la Diana,MONTBRISON,Totale,2001,12488.0
4217301,AUVERGNE-RHÔNE-ALPES,Musée du Vieux Pommiers,POMMIERS-EN-FOREZ,Totale,2001,
4218401,AUVERGNE-RHÔNE-ALPES,Musée de la Maille,RIORGES,Totale,2001,
4218701,AUVERGNE-RHÔNE-ALPES,Musée des Beaux-Arts et d'Archéologie J. Dechelette,ROANNE,Totale,2001,23985.0
4221801,AUVERGNE-RHÔNE-ALPES,Musée d'Art Moderne et Contemporain de Saint-Etienne Métropole,SAINT-PRIEST-EN-JAREZ,Totale,2001,58129.0
4221802,AUVERGNE-RHÔNE-ALPES,Musée d'Art et d'Industrie,SAINT-ETIENNE,Totale,2001,
4221803,AUVERGNE-RHÔNE-ALPES,Musée Folklorique du Vieux Saint-Etienne,SAINT-ETIENNE,Totale,2001,887.0
4221804,AUVERGNE-RHÔNE-ALPES,Musée de la Mine / Site Couriot,SAINT-ETIENNE,Totale,2001,54496.0
4221901,AUVERGNE-RHÔNE-ALPES,Château de la Bastie d'Urfé,SAINT-ETIENNE-LE-MOLARD,Totale,2001,
4223001,AUVERGNE-RHÔNE-ALPES,Musée Municipal,SAINT-GERMAIN-LAVAL,Totale,2001,
4227901,AUVERGNE-RHÔNE-ALPES,Musée des Civilisations,SAINT-JUST-SAINT-RAMBERT,Totale,2001,
4231801,AUVERGNE-RHÔNE-ALPES,Musée Rural,USSON-EN-FOREZ,Totale,2001,9554.0
4307001,AUVERGNE-RHÔNE-ALPES,Musée de Paléontologie,CHILHAC,Totale,2001,3036.0
4311701,AUVERGNE-RHÔNE-ALPES,Musée des Arts et Traditions Populaires de Haute Loire,LAVAUDIEU,Totale,2001,13962.0
4315701,AUVERGNE-RHÔNE-ALPES,Musée Crozatier,LE PUY-EN-VELAY,Totale,2001,23065.0
4316201,AUVERGNE-RHÔNE-ALPES,Musée des Manufactures de Dentelles,RETOURNAC,Totale,2001,2693.0
6301001,AUVERGNE-RHÔNE-ALPES,Musée de la Dentelle,ARLANC,Totale,2001,3050.0
6311301,AUVERGNE-RHÔNE-ALPES,Musée d'Archéologie Bargoin,CLERMONT-FERRAND,Totale,2001,10451.0
6311303,AUVERGNE-RHÔNE-ALPES,Muséum d'Histoire Naturelle Henri-Lecoq,CLERMONT-FERRAND,Totale,2001,24420.0
6311305,AUVERGNE-RHÔNE-ALPES,Musée d'Art Roger-Quillot,CLERMONT-FERRAND,Totale,2001,36607.0
6319501,AUVERGNE-RHÔNE-ALPES,Musée Départemental de la Céramique Gallo-Romaine,LEZOUX,Totale,2001,3584.0
6321101,AUVERGNE-RHÔNE-ALPES,Musée des Pénitents Blancs,MARSAC-EN-LIVRADOIS,Totale,2001,710.0
6322301,AUVERGNE-RHÔNE-ALPES,Musée Paléontologique,MENAT,Totale,2001,944.0
6324501,AUVERGNE-RHÔNE-ALPES,Musée Lapidaire,MOZAC,Totale,2001,
6324701,AUVERGNE-RHÔNE-ALPES,Musée Municipal,MUROL,Totale,2001,3403.0
6330002,AUVERGNE-RHÔNE-ALPES,Musée Francisque Mandet,RIOM,Totale,2001,7822.0
6330003,AUVERGNE-RHÔNE-ALPES,Musée Régional d'Auvergne,RIOM,Totale,2001,3128.0
6343001,AUVERGNE-RHÔNE-ALPES,Musée Municipal de la Coutellerie,THIERS,Totale,2001,48830.0
6347001,AUVERGNE-RHÔNE-ALPES,Musée Municipal Marcel Sahut,VOLVIC,Totale,2001,3490.0
6900601,AUVERGNE-RHÔNE-ALPES,Musée Barthélemy-Thimonnier,AMPLEPUIS,Totale,2001,
6901801,AUVERGNE-RHÔNE-ALPES,Musée Folklorique et Traditions Populaires Marius Audin,BEAUJEU,Totale,2001,7006.0
6912301,AUVERGNE-RHÔNE-ALPES,Musée Historique des Tissus - Musée des Arts Décoratifs,LYON,Totale,2001,82896.0
6912304,AUVERGNE-RHÔNE-ALPES,Musée de l'Imprimerie et de la Communication Graphique,LYON,Totale,2001,
6938101,AUVERGNE-RHÔNE-ALPES,Musée d'Art Contemporain de Lyon,LYON,Totale,2001,116534.0
6938102,AUVERGNE-RHÔNE-ALPES,Musée des Beaux-Arts,LYON,Totale,2001,255497.0
6938201,AUVERGNE-RHÔNE-ALPES,Musée des Hospices Civils de Lyon,LYON,Totale,2001,9497.0
6938501,AUVERGNE-RHÔNE-ALPES,Musées Gadagne,LYON,Totale,2001,34493.0
6938502,AUVERGNE-RHÔNE-ALPES,Musée de la Civilisation Gallo-Romaine,LYON,Totale,2001,72925.0
6938602,AUVERGNE-RHÔNE-ALPES,Muséum d'histoire naturelle - Musée des Confluences – Musée Guimet,LYON,Totale,2001,143052.0
6938701,AUVERGNE-RHÔNE-ALPES,Centre d'Histoire de la Résistance et de la Déportation,LYON,Totale,2001,54779.0
6938901,AUVERGNE-RHÔNE-ALPES,Musée des Sapeurs-Pompiers de Lyon,LYON,Totale,2001,
6916801,AUVERGNE-RHÔNE-ALPES,Musée Henri Malartre,ROCHETAILLEE-SUR-SAONE,Totale,2001,54826.0
6923501,AUVERGNE-RHÔNE-ALPES,Musée Archéologique,SAINT-ROMAIN-EN-GAL,Totale,2001,66654.0
6924801,AUVERGNE-RHÔNE-ALPES,Ecomusée du Haut Beaujolais,THIZY-LES-BOURGS,Totale,2001,
6926401,AUVERGNE-RHÔNE-ALPES,Musée Paul Dini,VILLEFRANCHE-SUR-SAONE,Totale,2001,9580.0
7300601,AUVERGNE-RHÔNE-ALPES,Musée archéologique et minéralogique Pierre Borrione,AIME-EN-TARENTAISE Cedex,Totale,2001,
7300801,AUVERGNE-RHÔNE-ALPES,Musée du docteur Faure,AIX-LES-BAINS,Totale,2001,13273.0
7300802,AUVERGNE-RHÔNE-ALPES,Musée Lapidaire,AIX-LES-BAINS,Totale,2001,
7301101,AUVERGNE-RHÔNE-ALPES,Musée Municipal d'Albertville-Conflans,ALBERTVILLE,Totale,2001,6136.0
7305401,AUVERGNE-RHÔNE-ALPES,Musée du Costume,BOURG-SAINT-MAURICE,Totale,2001,1950.0
7306501,AUVERGNE-RHÔNE-ALPES,Musée des Beaux-Arts,CHAMBERY,Totale,2001,11000.0
7306502,AUVERGNE-RHÔNE-ALPES,Musée Savoisien,CHAMBERY,Totale,2001,18803.0
7306503,AUVERGNE-RHÔNE-ALPES,Musée des Charmettes,CHAMBERY,Totale,2001,6733.0
7306504,AUVERGNE-RHÔNE-ALPES,Muséum d'histoire naturelle,CHAMBERY,Totale,2001,3163.0
7318101,AUVERGNE-RHÔNE-ALPES,Musée de l'Académie de La Val d'Isère,MOÛTIERS,Totale,2001,
7401001,AUVERGNE-RHÔNE-ALPES,Musée-château d'Annecy,ANNECY,Totale,2001,151136.0
7405601,AUVERGNE-RHÔNE-ALPES,Musée Alpin,CHAMONIX,Totale,2001,26460.0
7415201,AUVERGNE-RHÔNE-ALPES,Musée Léon Marès,LOVAGNY,Totale,2001,24948.0
7422501,AUVERGNE-RHÔNE-ALPES,"Notre histoire, Musée de Rumilly",RUMILLY,Totale,2001,1336.0
7428001,AUVERGNE-RHÔNE-ALPES,Musée des Vallées de Thônes,THONES,Totale,2001,2963.0
7428102,AUVERGNE-RHÔNE-ALPES,Musée du Chablais,THONON-LES-BAINS,Totale,2001,2410.0
2100801,BOURGOGNE-FRANCHE-COMTE,Musée Alésia - Centre d'Interprétation,ALISE-SAINTE-REINE,Totale,2001,16686.0
2103801,BOURGOGNE-FRANCHE-COMTE,Musée Bonaparte,AUXONNE,Totale,2001,
2105401,BOURGOGNE-FRANCHE-COMTE,Musée du Vin de Bourgogne,BEAUNE,Totale,2001,33889.0
2105402,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts,BEAUNE,Totale,2001,8997.0
2105404,BOURGOGNE-FRANCHE-COMTE,Musée E.J Marey,BEAUNE,Totale,2001,4106.0
2111401,BOURGOGNE-FRANCHE-COMTE,Musée de la Sidérurgie Grande Forge,BUFFON,Totale,2001,
2115401,BOURGOGNE-FRANCHE-COMTE,Musée du Pays Châtillonnais - Trésor de Vix,CHATILLON-SUR-SEINE,Totale,2001,18796.0
2123101,BOURGOGNE-FRANCHE-COMTE,Musée François Rude,DIJON,Totale,2001,25312.0
2123102,BOURGOGNE-FRANCHE-COMTE,Musée Archéologique,DIJON,Totale,2001,19335.0
2123103,BOURGOGNE-FRANCHE-COMTE,Musée Magnin,DIJON,Totale,2001,11149.0
2123104,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts,DIJON,Totale,2001,166347.0
2123105,BOURGOGNE-FRANCHE-COMTE,Muséum - Jardin des Sciences,DIJON,Totale,2001,96226.0
2123106,BOURGOGNE-FRANCHE-COMTE,"Musée de la Vie Bourguignonne, Perrin de Puycousin",DIJON,Totale,2001,29813.0
2123107,BOURGOGNE-FRANCHE-COMTE,Musée d'Art Sacré,DIJON,Totale,2001,7422.0
2125401,BOURGOGNE-FRANCHE-COMTE,Musée des Arts et Traditions des Hautes-Côtes,GEVREY-CHAMBERTIN - Reulle Vergy,Totale,2001,7200.0
2126501,BOURGOGNE-FRANCHE-COMTE,Musée Noisot,FIXIN,Totale,2001,1008.0
2142501,BOURGOGNE-FRANCHE-COMTE,Musée Buffon,MONTBARD,Totale,2001,3425.0
2142502,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts,MONTBARD,Totale,2001,338.0
2146401,BOURGOGNE-FRANCHE-COMTE,Musée Municipal,NUITS-SAINT-GEORGES,Totale,2001,2413.0
2158401,BOURGOGNE-FRANCHE-COMTE,Musée Municipal François Pompon,SAULIEU,Totale,2001,4703.0
2160301,BOURGOGNE-FRANCHE-COMTE,Musée Municipal,SEMUR-EN-AUXOIS,Totale,2001,5315.0
2505601,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts et d'Archéologie,BESANCON,Totale,2001,35043.0
2505602,BOURGOGNE-FRANCHE-COMTE,Musée du Temps,BESANCON,Totale,2001,
2505605,BOURGOGNE-FRANCHE-COMTE,Musée de la résistance et de la Déportation,BESANCON,Totale,2001,79188.0
2505607,BOURGOGNE-FRANCHE-COMTE,Muséum de Besançon,BESANCON,Totale,2001,241840.0
2505604,BOURGOGNE-FRANCHE-COMTE,Musée Comtois,BESANCON,Totale,2001,65213.0
2538801,BOURGOGNE-FRANCHE-COMTE,Musée Beurnier-Rossel,MONTBELIARD,Totale,2001,3771.0
2538802,BOURGOGNE-FRANCHE-COMTE,Musée du Château des Ducs de Wurtemberg,MONTBELIARD,Totale,2001,28729.0
2541801,BOURGOGNE-FRANCHE-COMTE,Musée de Plein Air des Maisons Comtoises,NANCRAY,Totale,2001,42797.0
2543401,BOURGOGNE-FRANCHE-COMTE,Musée-Maison Natale Gustave Courbet,ORNANS,Totale,2001,20935.0
2546201,BOURGOGNE-FRANCHE-COMTE,Musée de Pontarlier,PONTARLIER,Totale,2001,9639.0
3901301,BOURGOGNE-FRANCHE-COMTE,Musée Sarret de Grozon,ARBOIS,Totale,2001,295.0
3901302,BOURGOGNE-FRANCHE-COMTE,Musée de la Vigne et du Vin,ARBOIS,Totale,2001,6150.0
3904101,BOURGOGNE-FRANCHE-COMTE,Musée de l'Artisanat Jurassien,VOITEUR,Totale,2001,
3909701,BOURGOGNE-FRANCHE-COMTE,Musée Municipal d'Archéologie,CHAMPAGNOLE,Totale,2001,1118.0
3919801,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts,DOLE,Totale,2001,13224.0
3930001,BOURGOGNE-FRANCHE-COMTE,Musée d'Archéologie,LONS-LE-SAUNIER,Totale,2001,9368.0
3930002,BOURGOGNE-FRANCHE-COMTE,Musée des Beaux-Arts,LONS-LE-SAUNIER,Totale,2001,4793.0
3933301,BOURGOGNE-FRANCHE-COMTE,Musée du Jouet,MOIRANS-EN-MONTAGNE,Totale,2001,46665.0
3936801,BOURGOGNE-FRANCHE-COMTE,Viséum-Musée de la Lunette,MOREZ HAUTS DE BIENNE,Totale,2001,8844.0
3943401,BOURGOGNE-FRANCHE-COMTE,Musée Municipal de Poligny,POLIGNY,Totale,2001,
3947801,BOURGOGNE-FRANCHE-COMTE,Musée de l'Abbaye/Donations Guy Bardone - René Genis,SAINT-CLAUDE,Totale,2001,
3950001,BOURGOGNE-FRANCHE-COMTE,Musée des Salines,SALINS-LES-BAINS,Totale,2001,50037.0
5805901,BOURGOGNE-FRANCHE-COMTE,Musée Municipal,LA CHARITE-SUR-LOIRE,Totale,2001,7608.0
5806201,BOURGOGNE-FRANCHE-COMTE,Musée du Septennat,CHATEAU-CHINON,Totale,2001,26912.0
5806202,BOURGOGNE-FRANCHE-COMTE,Musée du Costume,CHATEAU-CHINON,Totale,2001,5859.0
5807901,BOURGOGNE-FRANCHE-COMTE,Musée d'Art et d'Histoire Romain Rolland,CLAMECY,Totale,2001,2244.0
5808601,BOURGOGNE-FRANCHE-COMTE,Musée de la Loire,COSNE-SUR-LOIRE,Totale,2001,2387.0
5815101,BOURGOGNE-FRANCHE-COMTE,Musée de la Mine,LA MACHINE,Totale,2001,7881.0
5819402,BOURGOGNE-FRANCHE-COMTE,Musée de la Faïence et des Beaux-Arts,NEVERS,Totale,2001,8376.0
5819403,BOURGOGNE-FRANCHE-COMTE,Musée Archéologique du Nivernais (Porte du Croux),NEVERS,Totale,2001,
5821501,BOURGOGNE-FRANCHE-COMTE,Musée Ernest Guédon,POUILLY-SUR-LOIRE,Totale,2001,
5822701,BOURGOGNE-FRANCHE-COMTE,Musée du Grès de Puisaye,SAINT-AMAND-EN-PUISAYE,Totale,2001,2982.0
5830401,BOURGOGNE-FRANCHE-COMTE,Musée Auguste Grasset,VARZY,Totale,2001,3983.0
7012201,BOURGOGNE-FRANCHE-COMTE,Musée Départemental Albert Demard,CHAMPLITTE,Totale,2001,17873.0
7013901,BOURGOGNE-FRANCHE-COMTE,Musée Départemental de la Montagne Albert Demard,LE HAUT-DU-THEM,Totale,2001,11070.0
7024501,BOURGOGNE-FRANCHE-COMTE,Ecomusée du Pays de la Cerise,FOUGEROLLES,Totale,2001,6269.0
7027901,BOURGOGNE-FRANCHE-COMTE,Musée Baron Martin,GRAY,Totale,2001,
7031101,BOURGOGNE-FRANCHE-COMTE,Musée de la Tour des Echevins,LUXEUIL-LES-BAINS,Totale,2001,1119.0
7055001,BOURGOGNE-FRANCHE-COMTE,Musée Georges Garret,VESOUL,Totale,2001,
7101401,BOURGOGNE-FRANCHE-COMTE,Musée Verger Tarin,AUTUN,Totale,2001,
7101402,BOURGOGNE-FRANCHE-COMTE,Musée Rolin,AUTUN,Totale,2001,23121.0
7101403,BOURGOGNE-FRANCHE-COMTE,Musée Lapidaire Saint-Nicolas,AUTUN,Totale,2001,
7101404,BOURGOGNE-FRANCHE-COMTE,Museum d'Histoire Naturelle Jacques de La Comble,AUTUN,Totale,2001,
7104001,BOURGOGNE-FRANCHE-COMTE,Musée de la Mine,BLANZY,Totale,2001,14372.0
7104701,BOURGOGNE-FRANCHE-COMTE,Musée Saint-Nazaire,BOURBON-LANCY,Totale,2001,1674.0
7107601,BOURGOGNE-FRANCHE-COMTE,Musée Denon,CHALON-SUR-SAONE,Totale,2001,9525.0
7107602,BOURGOGNE-FRANCHE-COMTE,Musée Nicéphore Niepce,CHALON-SUR-SAONE,Totale,2001,18992.0
7110601,BOURGOGNE-FRANCHE-COMTE,Musée René Davoine,CHAROLLES,Totale,2001,277.0
7110602,BOURGOGNE-FRANCHE-COMTE,Musée du Prieuré de Charolles,CHAROLLES,Totale,2001,4237.0
7113701,BOURGOGNE-FRANCHE-COMTE,Musée d'Art et d'Archéologie,CLUNY,Totale,2001,97364.0
7115301,BOURGOGNE-FRANCHE-COMTE,Musée de l'Homme et de l'Industrie - Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines,LE CREUSOT Cedex,Totale,2001,18791.0
7126301,BOURGOGNE-FRANCHE-COMTE,"L'Atelier d'un Journal"" de Louhans - Musée Municipal",LOUHANS,Totale,2001,2855.0
7127001,BOURGOGNE-FRANCHE-COMTE,Musée des Ursulines,MACON,Totale,2001,9597.0
7127002,BOURGOGNE-FRANCHE-COMTE,Musée Lamartine,MACON,Totale,2001,3870.0
7127201,BOURGOGNE-FRANCHE-COMTE,Musée Départemental du Compagnonnage,ROMANECHE-THORINS,Totale,2001,2940.0
7127501,BOURGOGNE-FRANCHE-COMTE,Musée de la Tour du Moulin,MARCIGNY,Totale,2001,2073.0
7134201,BOURGOGNE-FRANCHE-COMTE,Musée Eucharistique du Hiéron,PARAY-LE-MONIAL,Totale,2001,
7134202,BOURGOGNE-FRANCHE-COMTE,Musée Municipal,PARAY-LE-MONIAL,Totale,2001,
7135101,BOURGOGNE-FRANCHE-COMTE,Ecomusée de la Bresse Bourguignonne,PIERRE-DE-BRESSE,Totale,2001,27521.0
7137301,BOURGOGNE-FRANCHE-COMTE,Musée du Terroir,ROMENAY,Totale,2001,
7152601,BOURGOGNE-FRANCHE-COMTE,Musée Départemental de Préhistoire de Solutré,SOLUTRE-POUILLY,Totale,2001,25471.0
7154301,BOURGOGNE-FRANCHE-COMTE,Hôtel Dieu - Musée Greuze,TOURNUS,Totale,2001,12289.0
7154302,BOURGOGNE-FRANCHE-COMTE,Musée Bourguignon -  Perrin de Puycousin,TOURNUS,Totale,2001,3756.0
7156601,BOURGOGNE-FRANCHE-COMTE,Maison du Blé et du Pain,VERDUN-SUR-LE-DOUBS,Totale,2001,
8902401,BOURGOGNE-FRANCHE-COMTE,Muséum - Maison de l'Eau,AUXERRE,Totale,2001,12315.0
8902402,BOURGOGNE-FRANCHE-COMTE,Musée d'Art et d'Histoire,AUXERRE,Totale,2001,34909.0
8902403,BOURGOGNE-FRANCHE-COMTE,Musée Leblanc-Duvernois,AUXERRE,Totale,2001,2604.0
8902501,BOURGOGNE-FRANCHE-COMTE,Musée de l'Avallonnais,AVALLON,Totale,2001,1568.0
8927901,BOURGOGNE-FRANCHE-COMTE,Musée des Arts Naïfs et Populaires de Noyers sur Serein,NOYERS-SUR-SEREIN,Totale,2001,3553.0
8934401,BOURGOGNE-FRANCHE-COMTE,Musée de l'Aventure du Son,SAINT-FARGEAU,Totale,2001,
8936801,BOURGOGNE-FRANCHE-COMTE,Musée Colette,SAINT-SAUVEUR-EN-PUISAYE,Totale,2001,14233.0
8938701,BOURGOGNE-FRANCHE-COMTE,Musée Muncipal,SENS,Totale,2001,17969.0
8941801,BOURGOGNE-FRANCHE-COMTE,Musée Municipal de Tonnerre,TONNERRE,Totale,2001,
8944601,BOURGOGNE-FRANCHE-COMTE,Musée Zervos - Maison Romain Rolland,VEZELAY,Totale,2001,
8946401,BOURGOGNE-FRANCHE-COMTE,Musée Villeneuvien,VILLENEUVE-SUR-YONNE,Totale,2001,
